id,factor_name,signal_date,rank_ic,pearson_ic,icir,coverage,n_assets,run_id,timestamp
93,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-21T15:59:20.843825
94,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-21T15:59:20.856981
95,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-21T16:15:47.594433
96,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-21T16:15:47.609614
97,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-21T16:21:00.181127
98,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-21T16:21:00.842985
99,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-21T16:38:40.524216
100,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-21T16:38:40.532802
101,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-21T17:37:43.360327
102,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-21T17:37:43.373398
103,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-22T16:22:03.470751
104,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-22T16:22:03.512522
105,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-22T18:25:04.860665
106,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-22T18:25:04.874123
107,momentum_1m,2022-01-01,0.016516700528507185,0.0,0.10547403498908806,0.0,0,research_validation_2022-01-01,2026-09-22T18:55:57.097279
108,momentum_3m,2022-01-01,0.0011488170343090644,0.0,0.007638323636697216,0.0,0,research_validation_2022-01-01,2026-09-22T18:55:57.109306
109,momentum_1m,2022-01-01,0.017451164330647834,0.0,0.11191737767254725,0.0,0,research_validation_2022-01-01,2026-09-23T09:25:54.310618
110,momentum_3m,2022-01-01,0.0014995706135576706,0.0,0.009894367663010021,0.0,0,research_validation_2022-01-01,2026-09-23T09:25:54.325404
111,momentum_1m,2022-01-01,-0.015050654408104703,0.0,-0.08814139519812061,0.0,0,research_validation_2022-01-01,2026-09-23T12:10:11.861705
112,momentum_3m,2022-01-01,0.003672758301927043,0.0,0.0229056100854734,0.0,0,research_validation_2022-01-01,2026-09-23T12:10:11.875384
113,momentum_1m,2022-01-01,-0.015050654408104703,0.0,-0.08814139519812061,0.0,0,research_validation_2022-01-01,2026-09-23T12:18:12.959515
114,momentum_3m,2022-01-01,0.003672758301927043,0.0,0.0229056100854734,0.0,0,research_validation_2022-01-01,2026-09-23T12:18:12.971304
